"","logFC","logCPM","PValue","FDR"
"YDR504C",-1.85366051826819,3.11935340332846,2.1875766575799e-05,0.000167739571460692
"YNL112W",0.954553396226687,8.74715467890179,2.18852373107409e-05,0.000167739571460692
"YEL001C",-0.511135512877311,7.62230166676127,2.22862946042773e-05,0.000170556739126458
"YBR034C",0.863615203638887,6.91650535346928,2.23349057387258e-05,0.000170556739126458
"YPL153C",-0.918368760527067,5.04589326499551,2.23392720674336e-05,0.000170556739126458
"YBR009C",-0.561237148380167,9.21207161251413,2.29304862676028e-05,0.000174844957790472
"YHR029C",-0.677437083471202,5.7033542156179,2.30103780834392e-05,0.00017522832319139
"YAL005C",0.693624333139686,10.3893212355175,2.36891871735091e-05,0.000180165707590814
"YGR152C",-0.68635511697231,6.20317500293942,2.37317952849757e-05,0.000180258065084982
"YJL156C",-0.708951017199054,5.71571214760821,2.45173490275183e-05,0.000185986095122854
"YDL007W",-0.484386813329798,8.62261246219454,2.46934558976029e-05,0.000187082174834976
"YML004C",-0.505719861183822,7.556465591112,2.47986747042911e-05,0.000187639077014438
"YDR460W",-0.674124137265316,5.77119679737023,2.50193535489997e-05,0.000189067068900934
"YOR020W-A",-0.839565995639094,5.68477406174907,2.51847706459775e-05,0.000190074346826848
"YHL023C",-0.724005331036986,6.24960344248439,2.5279162371755e-05,0.000190543699049267
"YIR034C",0.860743107946148,6.25249266982265,2.55316773868737e-05,0.000192202207503984
"YPR013C",-0.694050021282295,6.31429650889011,2.55813525899862e-05,0.000192331465406541
"YOR220W",-0.523346777517935,7.11658835288627,2.59425235138225e-05,0.000194595704902753
"YGL047W",-0.829824751949037,5.74091363184786,2.59482864911733e-05,0.000194595704902753
"YNL263C",-0.572705783650712,6.86065984375854,2.60721309620759e-05,0.000195099053129389
"YBL005W",0.872560816208748,5.81454413710721,2.6096448838967e-05,0.000195099053129389
"YKL051W",0.633159598610903,6.63606311878161,2.61143231499876e-05,0.000195099053129389
"YPL249C",-0.602670522703481,6.52093173834446,2.63358550388261e-05,0.000196505995289702
"YCR010C",-1.45159149379904,4.07933622308026,2.66656037783186e-05,0.000198715840751022
"YJL192C",-0.675458588896458,6.9383974937409,2.70210977054993e-05,0.000201111742293635
"YKR038C",-0.574270362418796,6.60959062964576,2.72099875003125e-05,0.000202263185979081
"YKL096W",0.762993052100522,8.07066736165177,2.76450966274493e-05,0.00020523969478622
"YDR384C",0.639321666580682,6.07688630081924,2.80572737687122e-05,0.000208038707881541
"YKL033W-A",-0.557034464605129,7.14476419641031,2.82373160954526e-05,0.00020911163871939
"YDR320C-A",-0.957331794695396,4.94612369352177,2.87107462429991e-05,0.000212351856899782
"YGL073W",-0.566688293086361,7.3319914995337,2.94799233566924e-05,0.000217768672286578
"YGL160W",-0.686252058543651,5.95086037721159,2.95208074313771e-05,0.000217798775026756
"YOR097C",-0.790694998303376,5.25636144735744,2.95703854366341e-05,0.000217892865041798
"YPL267W",-1.03145131838274,4.33468522914949,2.97730371186063e-05,0.000219013821359426
"YLR046C",-0.884795944350392,4.8464724409238,2.97965398334186e-05,0.000219013821359426
"YMR172W",-0.620678111309533,6.15704836270628,3.06747788134918e-05,0.000225189412207731
"YER078C",-0.634460388149589,6.14744525388239,3.08576059190441e-05,0.000226250872643102
"YDR128W",-0.583853318472541,6.67482585702817,3.09265297504816e-05,0.000226475589769306
"YHR198C",-0.826740868122083,5.33944064893421,3.12322833896065e-05,0.000228431916954637
"YLR099W-A",-0.784654046355385,6.22371696735318,3.19267226559314e-05,0.00023322273821623
"YKL219W",-0.735987165693604,5.31261171104963,3.20330810691587e-05,0.00023371114757856
"YBR168W",-0.905813209789843,4.94169058033393,3.24931422437287e-05,0.00023677576681791
"YDR480W",-0.720432236417041,5.27729607528018,3.27559497080116e-05,0.000238026407596152
"YLR001C",-0.790386523543411,5.94988536538847,3.27751158344076e-05,0.000238026407596152
"YOR340C",0.860550479561769,5.67657241952019,3.27854524574724e-05,0.000238026407596152
"YJL181W",-0.741435361159594,5.27578368869761,3.28469755193405e-05,0.000238180826161688
"YGR144W",-1.26790993511994,3.54612278198937,3.31093417541127e-05,0.000239789443279174
"YBR269C",-0.708905218267094,6.07481759435033,3.31904816460625e-05,0.000240083227261311
"YDR200C",-0.677887972355808,6.16854336459049,3.32897681225155e-05,0.000240409401041923
"YFR016C",-0.546138563582207,7.22515042610882,3.33168343509172e-05,0.000240409401041923
"YBR046C",-0.735757445494371,6.34493875236334,3.34544228353373e-05,0.000241072189704563
"YEL034W",0.4153049591561,10.0308807169101,3.34901706839869e-05,0.000241072189704563
"YOR357C",-0.760248776140991,5.11582008875769,3.40322958304005e-05,0.000244650070426141
"YJL069C",0.991368915233281,5.14376055643767,3.40699100948352e-05,0.000244650070426141
"YMR030W",-0.942596684406881,5.14179533773433,3.42213474684363e-05,0.000245439652085743
"YFL008W",-0.791796441474119,6.28087311927753,3.43386972180057e-05,0.000245983137335278
"YPR081C",-0.69810488157411,5.74739605943906,3.47310800029943e-05,0.000248493108074628
"YBR225W",-0.771111387365487,5.90395600538067,3.52417290521382e-05,0.000251842162803746
"YKL124W",-0.71242668420733,5.96762861791658,3.53770649895974e-05,0.000252504334793061
"YIL111W",-0.747754491332744,6.57312445219519,3.58112002504005e-05,0.000255295026363398
"YDL155W",-0.661125672367167,6.3751149752309,3.58672408774666e-05,0.000255386840279145
"YJL146W",-0.660145285539242,5.67172595666833,3.62306098212389e-05,0.000257664084509941
"YGR043C",-0.998216507410686,4.65069901512919,3.65280740724109e-05,0.00025946772423344
"YKL103C",-0.729199002068457,7.82639326150203,3.69910967380853e-05,0.000262441629975121
"YNL084C",-0.538767308373288,6.98804871128139,3.71296442981233e-05,0.000263109108158079
"YHR039C-A",-0.547553624113525,8.15966127617916,3.72647244630837e-05,0.00026375044814362
"YPL161C",-0.784788183087283,5.39674673834453,3.78973696760252e-05,0.000267907689812474
"YOL152W",1.02722305596849,4.11589185449357,3.82878569292182e-05,0.000270345166408334
"YAR068W",-0.94831953735075,5.29530172506436,3.84089415443341e-05,0.000270876885718504
"YMR023C",-0.761372606198947,5.11906570992559,3.91205257261715e-05,0.000275566846097329
"YDR479C",-0.672723795573252,6.92820249867803,4.00634290961775e-05,0.000281873139075009
"YJL101C",0.503952543189371,6.97207556019884,4.06176599610359e-05,0.000285433128253503
"YDR383C",-0.962553668680868,5.06522258482692,4.08094117991491e-05,0.000286440438452628
"YNL320W",-0.698363201623681,5.68201921605197,4.08856132224816e-05,0.000286635276584625
"YLR192C",-0.558047403989156,8.6662303674401,4.11530861430633e-05,0.000288169006755628
"YPL147W",-1.05555358970981,5.23926745263842,4.17229256069808e-05,0.000291663472412911
"YNL283C",-0.556182765224308,7.4734482396215,4.17507117008172e-05,0.000291663472412911
"YLR091W",-0.711391520759089,5.27640525731058,4.26402773233596e-05,0.000297526557691413
"YER088C",-0.473799139115059,8.92948700070091,4.29324053803556e-05,0.000299080888543853
"YLR346C",1.62396326418788,2.89325256492588,4.29641296708255e-05,0.000299080888543853
"YHR158C",-0.600813392753123,6.83589697284363,4.32710037583331e-05,0.000300863136589961
"YDL133W",-0.639842239311614,6.18052241219998,4.58702966650961e-05,0.000318561672966401
"YLL001W",-0.564359223388808,6.50585366372141,4.63024063362344e-05,0.000321185625195192
"YLR457C",-1.13601055965191,4.37887139589058,4.63870599775709e-05,0.000321189338570873
"YNL293W",-0.674755192887534,6.42777918348701,4.64115065874762e-05,0.000321189338570873
"YFR047C",-0.61463428721699,7.19657043777777,4.6927306302821e-05,0.000324379522656299
"YKL190W",-0.547460341882234,7.12462844838368,4.7433400150747e-05,0.000327495249348856
"YPR063C",-0.591968144049595,7.26944022623043,4.7736242358981e-05,0.00032920203500943
"YBL099W",-0.442228602379387,8.94632683510934,4.81840359964355e-05,0.000331903307323526
"YDR272W",-0.600562256842821,6.28375199413199,4.84950872922737e-05,0.00033365747849812
"YJL068C",-0.609277241336069,6.68793260746173,4.92670408983636e-05,0.000338326782841833
"YOR141C",-0.630539313551469,6.47558371511957,4.92880998495285e-05,0.000338326782841833
"YBR156C",-1.04138136927132,4.72161286587442,4.96497081551731e-05,0.000340414047687322
"YLR078C",-0.670906190604577,5.98324739148701,5.00935674794579e-05,0.000343059767101797
"YBR184W",-1.96956317992364,2.53576532889524,5.0463674785047e-05,0.00034519487133309
"YFR041C",-0.693381556109864,6.15317008722947,5.11268427572121e-05,0.000349327400224508
"YKL210W",-0.435239426244403,8.6594356070327,5.1341796669015e-05,0.000350391477382424
"YER136W",-0.460711502236121,8.24054282102668,5.15677603351169e-05,0.000351528154265998
"YPR019W",-0.526431353441535,6.81143533009876,5.25991205954649e-05,0.000358146141039546
"YKR053C",0.717101920537885,5.78125175951516,5.32236279537852e-05,0.000361981846669594
"YDL135C",-0.635250757685976,6.2052067610444,5.35213518528372e-05,0.000363290727377704
"YER021W",-0.545759982862239,7.87749667285906,5.3538873461781e-05,0.000363290727377704
"YPR073C",-0.718580898338528,5.68127645359252,5.36677358194518e-05,0.000363747987220729
"YIR022W",-0.51764908959925,6.77283079287962,5.38756500339925e-05,0.000364739383582533
"YMR275C",-0.535290845754098,6.8366253074482,5.42668813144598e-05,0.00036696815627161
"YOL016C",0.735523642376884,8.62843730444455,5.4522292759839e-05,0.000368274436369826
"YPL005W",-0.868312200818899,4.46737280737082,5.60609978609702e-05,0.000378235945659476
"YKR002W",-0.569262924287134,6.67731640101014,5.6447273496383e-05,0.000380408334029725
"YMR093W",0.970758568684554,5.12508661060834,5.66738052041446e-05,0.000381500461197865
"YNL090W",-0.696596057094957,5.61690997275119,5.72110215239911e-05,0.000384679107224381
"YPL234C",-0.464541415080647,8.25542003274643,5.83636210904639e-05,0.000391983593634819
"YLL026W",0.82511181560171,9.72480221332111,5.8623326397492e-05,0.000393281431172291
"YLR080W",-0.850680785779051,5.03199680788328,5.92567354396187e-05,0.000397080525024036
"YCR094W",-0.630639290663397,5.60834129355792,5.94383747774964e-05,0.000397847130722224
"YDR174W",-0.466207758377944,8.17071021242159,6.00049057186749e-05,0.000401185341398191
"YFR027W",-0.951473277208324,4.55815479248484,6.01623275937362e-05,0.000401783851435821
"YDR022C",-0.954604175262573,4.59417644305946,6.18870589607393e-05,0.000412836220823782
"YNL009W",-1.12673192026174,4.38629181071923,6.35677982021652e-05,0.000423570565272761
"YHR063C",-0.566975201161562,6.80597534757598,6.43975290626246e-05,0.000428234876838397
"YGL219C",-0.641549761099178,6.65049725466481,6.44125469640313e-05,0.000428234876838397
"YPR198W",-0.569631738737363,6.58078688903247,6.49369233779819e-05,0.00043123656074918
"YDR170W-A",-0.814325864778934,4.93883263452445,6.54314261636306e-05,0.000434033350459868
"YGR135W",-0.431775343737008,8.47503425229325,6.58931200576554e-05,0.000436606485309235
"YER085C",-4.75709145583573,1.38405235038641,6.6061962425174e-05,0.00043723560589458
"YOR316C",-0.549210170412751,7.03034705508742,6.64444166537719e-05,0.000439275545631696
"YOL061W",0.529241934044845,7.21628320633528,6.6683692598341e-05,0.000440365411946857
"YHR132W-A",-0.697134677621347,6.2928895185374,6.81141181433759e-05,0.000449310186236739
"YLR055C",-0.536795446738931,7.05763493904888,6.91058524032091e-05,0.000455108892240568
"YOR011W",-0.704102427549283,5.79423447619023,6.92100538828356e-05,0.000455108892240568
"YJR085C",-0.623614555055675,7.51921837542016,6.92239315559424e-05,0.000455108892240568
"YPL124W",-1.05426068290101,4.13421084767709,6.94898795871442e-05,0.000456350296911356
"YHR132C",-0.480109716550034,7.86128021292226,6.96425039274689e-05,0.000456845560686068
"YHR150W",-0.748499120361666,5.11065656628008,6.98703291141713e-05,0.000457796690611683
"YDR040C",0.657248388240288,7.58127464445901,6.9942235645253e-05,0.000457796690611683
"YEL038W",-0.485627345235494,7.15766024214842,7.0311965754136e-05,0.000459708178306323
"YNL225C",-1.28004012185266,5.31107937695373,7.1433269297142e-05,0.000466523901138178
"YJL194W",-1.11868463857589,3.72189867115279,7.24444884629477e-05,0.000472606436863574
"YGR033C",-0.775506628098024,6.13573907003848,7.39745415117314e-05,0.000482056566216867
"YBR202W",-0.542951453753992,6.74798356579603,7.47073289061996e-05,0.000486296221273909
"YOR257W",-0.738676303014803,5.64922459544984,7.48471320682244e-05,0.000486670857634817
"YGR253C",-0.451016919887572,8.39052851832163,7.49530488245047e-05,0.000486824577271783
"YDR506C",-0.756309916259163,5.23280697103945,7.51204809809861e-05,0.000487377067943525
"YDR076W",-1.12740580559522,4.62744884004593,7.54294303878335e-05,0.000488845497924218
"YPL024W",-0.961752922294543,5.06147032701983,7.58937654297396e-05,0.00049131664119012
"YKL196C",-0.471900753122011,7.55937244814498,7.65312077218042e-05,0.000494901809934334
"YLR089C",0.452041857298024,7.85166938632076,7.74138915057952e-05,0.000500063314453919
"YJL158C",0.482268281650197,9.64643828650954,7.78490417435676e-05,0.000502325823333358
"YGL120C",0.787113456838084,6.99146809859669,7.87860909216379e-05,0.000507818409567899
"YPR133C",-0.512675873822308,7.23700056895261,8.0113862974816e-05,0.000515814719501617
"YCR079W",-0.824420720612913,6.50321024897969,8.07557044095785e-05,0.000519245560464506
"YKL175W",-0.548894153818972,7.33240525105135,8.08222344410698e-05,0.000519245560464506
"YOR352W",-0.691618733638159,5.34076959186357,8.10828515497978e-05,0.000520354916073919
"YNL115C",-0.627228911712573,6.78823624807527,8.1339680032089e-05,0.000521437580444063
"YER065C",-0.685181306846145,6.63322151289317,8.18317284354562e-05,0.00052402417440757
"YHR075C",-0.873272071128646,4.7325763403699,8.20391678351036e-05,0.000524616416385825
"YOR074C",-0.660820211960228,5.65667309883912,8.21015382074149e-05,0.000524616416385825
"YJR045C",0.38843189678977,9.7793151733522,8.25485945737835e-05,0.000526904028147872
"YGR042W",-0.683991028516324,5.76916503896146,8.55564354615749e-05,0.000545514470502305
"YLR136C",0.955286547523867,5.12091114580186,8.58577199441956e-05,0.000546846209806034
"YGL036W",-0.693541844913295,7.18348811893759,8.60321539465476e-05,0.000547368016023357
"YDR304C",-0.448747085855452,7.9973399267245,8.77257490142437e-05,0.000557372265662208
"YHR112C",-0.656038390217088,6.34134395785209,8.77929612298763e-05,0.000557372265662208
"YHR070W",0.67289466810108,5.67861808126581,8.9128060184094e-05,0.000565241942239318
"YHR045W",-0.561807653470934,6.3763767061676,8.9423406671779e-05,0.000566507812930317
"YGL153W",-0.699456164420474,5.61203362434705,9.01257337660564e-05,0.000570346488442519
"YDR210C-C",-5.1710530792974,4.5770949957501,9.2431996205839e-05,0.000583210615916753
"YHR123W",-0.623114143103674,6.28144459207707,9.24481744216875e-05,0.000583210615916753
"YJR014W",-0.509915744648208,7.3382729416093,9.24542095200125e-05,0.000583210615916753
"YHR090C",-0.90810154118328,4.77399651313939,9.26060164126258e-05,0.000583472853123041
"YDR421W",-0.655920067398238,6.01841371137208,9.26930001581306e-05,0.000583472853123041
"YCL016C",-0.770642363146778,5.18414961010677,9.30425056273835e-05,0.000585050484375375
"YMR015C",0.794155753115965,5.78045271296298,9.36534711186419e-05,0.000588267079202765
"YML035C",0.522168169896883,6.63664565407381,9.38115330786923e-05,0.000588613831568097
"YER048C",-0.475083679873671,7.60058010675434,9.41418288019367e-05,0.000588613831568097
"YLR146W-A",-0.998819644114244,4.29896149801326,9.4183169729697e-05,0.000588613831568097
"YCR107W",-0.632507960348594,5.36536091296804,9.42192320324679e-05,0.000588613831568097
"YCR018C",1.10001592749049,4.46623488648008,9.42528484570097e-05,0.000588613831568097
"YGR174C",-0.683854681225479,5.76019968454163,9.43055454329146e-05,0.000588613831568097
"YBL017C",-0.441947864595412,8.19411354744198,9.45698831292486e-05,0.000589641726528729
"YLR299W",-0.610153357492452,7.21835994747859,9.54903136779904e-05,0.000594753880034389
"YDL200C",-0.94717361867057,4.33474243179926,9.62525710248498e-05,0.000598871149057872
"YNR074C",-0.691225294775692,5.55083648240457,9.6540786516991e-05,0.000600033438887642
"YDR088C",-0.77116401917974,5.98744754790882,9.69861565983052e-05,0.000602169033150233
"YGL114W",-0.5304768536572,6.4721965926788,9.84515475759379e-05,0.000610626632082625
"YCR024C-A",0.789431582657547,6.56420729725829,9.87317469326435e-05,0.000611723294869583
"YGR111W",-0.615912258428452,5.61353113580642,9.97456897029643e-05,0.000617359043904226
"YMR041C",-0.704884064570961,5.29011776459026,0.000100037965197997,0.00061852104501207
"YPL013C",-0.677000049340265,5.92580467004277,0.000101462283410575,0.000626540387079815
"YDL103C",-0.537438630729053,6.34617072340334,0.000101546768837171,0.000626540387079815
"YDL014W",0.538790094556689,9.34418183845684,0.000102124463711075,0.000629448387269198
"YLR097C",-0.682902540680305,5.33988391700119,0.0001027941407241,0.000632916681232569
"YNL103W",-0.578128739505222,6.81270884029787,0.000104028995841564,0.000639854021200139
"YOR324C",-0.730734995059701,5.67605582658554,0.000105388120965922,0.00064754051064939
"YNL325C",-0.758191017610569,5.19097626760526,0.000106713518203648,0.000655004032376542
"YGR037C",-0.551772137244718,8.01365687733827,0.000106862670028072,0.000655239811975234
"YJL013C",-0.739497736656708,5.57276531403619,0.000107495523119008,0.000658437898856282
"YIL079C",0.995360442752192,4.51424247300414,0.000108570291078217,0.000664333415004972
"YER048W-A",-0.778278403646659,5.49699312990291,0.000108731305460783,0.000664454444982235
"YMR052W",-1.13425779937726,3.83317396473845,0.00010881466236062,0.000664454444982235
"YHR060W",-0.691772807572206,5.41001884011272,0.000109014821821833,0.00066499041311318
"YJR099W",-0.734212254172414,5.27185636707794,0.000109633860790566,0.000668077810811306
"YDR084C",-0.626240106877007,6.18328992803459,0.00011001793635223,0.000669728528185333
"YBR231C",-0.650439816429678,5.88052303064847,0.000110313538483237,0.00067028528504618
"YIL002W-A",-0.712444632513854,5.3791530333474,0.000110335958701196,0.00067028528504618
"YPR010C-A",-0.93894672706522,4.27571270243512,0.000111663047152732,0.000677651538464321
"YOR239W",-0.52776589499085,7.75758565971061,0.000111837674249433,0.000678015900137187
"YDR046C",0.442438919851462,8.06812772864778,0.000112009236009544,0.000678360951349509
"YGL127C",-0.777371061340992,5.28655191247285,0.000112769260487578,0.000681973504497486
"YDL181W",-0.883907374999077,4.94243109598185,0.000112836244871225,0.000681973504497486
"YMR022W",-0.567653532718106,6.66755697639906,0.000113382998839373,0.000684354022992657
"YDR218C",-2.87825349878691,1.98540629853964,0.000113461432576609,0.000684354022992657
"YNL237W",-0.619676368943542,5.60978975850231,0.000114472931905358,0.000689751871775974
"YDR052C",-0.679191051411999,6.67152044175685,0.000115202230419815,0.000693440078732498
"YLR109W",-0.559397484924569,11.6832125620623,0.000115371001440657,0.000693750219028829
"YPL183W-A",-0.969265483188972,4.34591051611883,0.00011565076156222,0.000694726452958023
"YPL070W",-0.602018706541364,6.73817743879945,0.000116274470062273,0.000697764745799667
"YGL021W",-0.812019243333963,5.7141373246511,0.000116398215069268,0.000697799633804314
"YOR281C",-0.621652524351443,6.61275022709955,0.000116560280274634,0.000698063945733818
"YER010C",-0.740541401293393,6.14228063587735,0.000119043791943424,0.000712216498411772
"YMR155W",-0.674608695889914,5.61730220008943,0.000119992039177981,0.000717164541228397
"YKR077W",-0.870628384657283,5.13765819450644,0.000120959577567904,0.000722217780493729
"YDR367W",-0.693319123924927,5.52100664467319,0.000121801642131411,0.000726512415818101
"YOR174W",-0.607225702436283,5.6884328344613,0.00012306208528743,0.000733291398434765
"YDL004W",-0.571481107413691,6.96503268068132,0.000123315537946325,0.000734062412503429
"YIR043C",-1.98628829309923,2.51975275461197,0.000124474409932264,0.00074021616439116
"YGR109W-B",-0.608139743545301,6.52560453729261,0.000126138021826245,0.00074935609954407
"YDR359C",-0.602926685396293,6.29067629363869,0.000126638659635283,0.000751575676090241
"YBR024W",-0.719094268977744,5.11318100497106,0.000126798790011012,0.000751771984464086
"YDR363W-A",-0.591204526270405,6.48348028158688,0.000126968687937056,0.000752025752275836
"YLR153C",-0.407497702875269,9.06091352253976,0.000127374359121439,0.000753674082921555
"YJR104C",0.497493271835094,10.7230378685655,0.0001292796037678,0.000764183232261809
"YDR322C-A",-0.637785472924598,5.93208785951943,0.000129767630715962,0.00076630246601432
"YFR042W",-0.881667858640718,5.06360790406145,0.000132482705747767,0.000781555503399341
"YMR048W",-0.804112516497688,4.84559983834701,0.000132618246888049,0.000781575863383055
"YDR423C",-0.578753111270245,6.09425941447175,0.000134482401045595,0.000791773499489337
"YDR098C",-0.596267899028524,6.9111588090126,0.000135912217691593,0.000798701044301707
"YER187W",-0.940047802826251,4.27641681800855,0.000135929009905665,0.000798701044301707
"YLR392C",-0.745155683193755,5.95637377888214,0.000137758641259052,0.000808535074069473
"YAL025C",1.10735490652312,6.20887535363948,0.000137875932015565,0.000808535074069473
"YOR091W",0.77349555850817,5.88896787806079,0.000138661374574445,0.000812335993422765
"YLR246W",-0.761268343498968,5.12062472799004,0.000139435582361823,0.000815994202522394
"YPL225W",-0.599231161527938,7.06726841906888,0.000139561624632865,0.000815994202522394
"YMR044W",-0.678798388304681,6.42813561720062,0.000140970601949927,0.000823358564287588
"YJR116W",-0.653912810152447,6.50269236802298,0.000141099473413489,0.000823358564287588
"YBR137W",-0.738124140009183,4.90722099511512,0.000141715366994308,0.000826137760103761
"YPR049C",-0.725427938674371,4.91941112382553,0.000142675215432706,0.000830914615861535
"YEL058W",-0.575196139640015,8.30047948292059,0.000143071050463357,0.000832400595468716
"YBR057C",-0.636799326582092,6.47124680105758,0.000144100916624406,0.00083677594271114
"YMR099C",-0.503943915126114,7.04399352001226,0.000144105912729872,0.00083677594271114
"YGR289C",-0.819006738913222,6.46128857662886,0.000144431955078338,0.000837846939410317
"YOR031W",-0.936319875425658,4.54213095469902,0.000144851955475157,0.00083909331740348
"YMR208W",-0.513466786146713,6.91101703493081,0.000144930432716978,0.00083909331740348
"YBR212W",-0.639443951248791,8.17561703317728,0.000145260457205433,0.000840181940649605
"YFR003C",-0.557214602739518,6.30098565001393,0.000145579813927864,0.000841206795909347
"YCL061C",-0.646556846633209,5.55051850629086,0.000146729220534786,0.000846240377456695
"YGR013W",-0.598788310530146,6.24353195332751,0.000146955954562951,0.000846240377456695
"YJR068W",-0.522194055869309,6.44180299555079,0.000146993171737693,0.000846240377456695
"YJL123C",-0.437822699321017,7.85397213228006,0.000147023002877384,0.000846240377456695
"YPR138C",-0.644191878384725,7.02160049575501,0.000147517112850765,0.000848259238812418
"YDR377W",-0.538430430383222,6.47256004087242,0.000148484659287569,0.000852993911654901
"YPL126W",0.906266592571536,6.47355298028817,0.000148783381618942,0.00085388095930095
"YPR171W",-0.710824843512486,5.97912892498886,0.000149307038987265,0.000856055958999657
"YPL272C",-0.777570072463965,4.87657795862235,0.000151025354408335,0.000865069721233414
"YDR074W",0.424687833671261,9.32946114321094,0.000152525025486005,0.000872814870213435
"YPR152C",-0.745679650025005,5.05627012972675,0.000152923996369071,0.000874252450739898
"YKR016W",-0.515482382240786,6.58270116722292,0.000153218714252458,0.000874565220474331
"YKL069W",-0.772935419081219,5.16335233478462,0.000153274316990347,0.000874565220474331
"YBR096W",-0.613192972443053,6.20030151561663,0.000153703774162271,0.000876170743466435
"YDL147W",-0.529876727787415,7.98359349144364,0.000154025919728757,0.000877162047194468
"YFL048C",-0.505490346916252,6.94725119828577,0.00015449512469114,0.000878988127689881
"YFL049W",-0.724493426284361,6.23160165357988,0.000154867968258452,0.000880262985768743
"YOR226C",-0.56641711033689,6.25509971454358,0.000155825529165247,0.000884855715998815
"YML070W",-0.455972327437096,7.77317043886278,0.000156416465084071,0.000887359754460641
"YLR189C",-0.519550278252936,6.74646519934996,0.000156872482279907,0.00088909432725116
"YMR031C",-0.472725751334822,8.45802051865999,0.000157898072682536,0.00089405061824169
"YFR011C",-0.636048187626034,5.48900281028468,0.00015876495826972,0.000897690301982802
"YFR025C",-0.565226777600899,6.40786991117214,0.000158844303899948,0.000897690301982802
"YCL001W",-0.641338022333513,6.58267728076753,0.000160592611431774,0.000906704658246001
"YMR198W",-0.616937005902283,5.3795394180937,0.000162772302030998,0.000917748521392792
"YDR350C",-0.77610435997094,6.03877525021521,0.000162858872310703,0.000917748521392792
"YMR238W",-0.50355883991775,8.00896093626769,0.000164464917132445,0.000925917140506829
"YER064C",0.501441423202278,7.41727137403903,0.000166652643544624,0.000937102181929903
"YOR066W",-0.696063512766315,5.48557380438362,0.000166768395736385,0.000937102181929903
"YGR235C",-0.710387219348247,6.26650472102868,0.000167674145329891,0.000941297834835829
"YML030W",-0.600062893237033,6.09051128646735,0.000172285352869675,0.000966027785625282
"YDL174C",-0.551328087442022,7.77966777918338,0.000172405837691448,0.000966027785625282
"YGL124C",-0.674531227451374,5.52398809939384,0.000173248939525192,0.000969833467521818
"YJL004C",-0.638491949634645,5.39105040987023,0.000174446264465443,0.000975612993234429
"YNL253W",-0.647983769791541,5.21372434854196,0.000175132978628334,0.000978528644517332
"YGL228W",-0.424163889134707,7.71180680469462,0.000176012453253768,0.00098251479802127
"YJR080C",-0.602889315003044,6.24533071114267,0.000179809251670319,0.00100276281068169
"YER133W",-0.635195229499465,7.81768488550978,0.000180001532092455,0.00100288989208197
"YLR421C",-0.497979251495416,6.92294509285217,0.000181708886364858,0.00101123153323453
"YDR181C",-0.623732538232612,5.61157544410936,0.000181840519074115,0.00101123153323453
"YMR121C",-0.563165670527383,6.38484137286605,0.000183741194266463,0.00102084192157245
"YPL028W",-0.412966817486752,9.31436327682216,0.000184625889474473,0.00102479492309612
"YLR248W",-0.420809071375161,8.02599122973876,0.000185048951024363,0.00102618054658965
"YDR251W",-0.482274081986547,8.04330186505716,0.000186864322650164,0.00103475558467047
"YDR049W",-0.808749510063642,5.81012085256136,0.00018694502619786,0.00103475558467047
"YNL133C",-1.20358515940256,3.63783504626176,0.000188150207957034,0.00104045306587081
"YML069W",-0.45778796159138,7.94703863585773,0.000190021138838797,0.00104981800047541
"YMR282C",-0.785021350804135,5.19850694950772,0.000191703865433543,0.00105812665277078
"YIL048W",-0.520612838722008,6.63168493784346,0.00019367224543544,0.0010679950384357
"YLR117C",-0.736499835960879,5.93687313363392,0.000197451691088965,0.00108782277111118
"YHL034C",-0.383153701913471,9.24442884713546,0.000199533794458956,0.00109827112726851
"YML012W",-0.455053633923586,8.57906197282741,0.000200043805850646,0.00110005501786085
"YGR100W",-0.487215547647974,6.93644831181843,0.000200618430098728,0.0011019960150127
"YDL214C",-1.30783907111093,3.81915977359481,0.000200769258777031,0.0011019960150127
"YCR069W",-0.478129686393978,7.58116821998057,0.000202049694420358,0.00110799633168235
"YPL071C",-0.700992819791089,5.2566385886496,0.000202969769493983,0.00111201122786657
"YOR154W",-0.966610200116768,5.18345367566926,0.000203191505103268,0.00111219624023685
"YJR049C",-0.494971664274638,6.98612491784427,0.000203634294899695,0.00111358976240434
"YDR536W",-1.22598219231318,4.21837910146289,0.000205957637553506,0.00112525516288467
"YDR368W",-0.489335464351558,6.89503956731606,0.000206245267985769,0.00112578713161605
"YOR070C",-0.685406374716982,6.19636475219171,0.000206582637612276,0.00112658937027819
"YKL046C",-0.448738973553988,8.09457063736596,0.00020685589490793,0.00112704081967792
"YKR106W",-1.04055392593394,4.12859998796262,0.000208211222242069,0.00113338160258171
"YDR031W",-1.13387608931211,4.10852261016522,0.000219238507058736,0.00119231088811263
"YPR008W",-0.655084142885466,7.4338296045405,0.000219504241574037,0.00119265986904828
"YPL211W",0.604763607155499,6.56555932280745,0.00022191386441196,0.00120464617956474
"YPL096W",-0.56825496576686,5.75895725714884,0.000222397170660703,0.00120616320696551
"YLR207W",-0.507405760901663,6.75206275386141,0.000223619706855086,0.00121168297203438
"YER178W",-0.404677466521469,9.28449301848953,0.000224122631784489,0.00121329699201173
"YMR135C",-0.492552190870598,7.83845217991183,0.00022453949000612,0.00121444256157789
