"","logFC","logCPM","PValue","FDR"
"YOL135C",-0.463839627331093,4.93300716204629,0.0239055849588121,0.0529772832214574
"YKL168C",-0.362776145683485,6.0844836780189,0.0239366414609947,0.053026247669302
"YBL036C",-0.403477090053632,5.93643356466859,0.0242223968579422,0.0536308640114843
"YBR119W",-0.447551525818631,4.97304567179739,0.0242276997638495,0.0536308640114843
"YML072C",-0.257745909136585,8.33641006517245,0.024293365476599,0.0537480315337093
"YGR091W",-0.55704816613332,4.6697172770613,0.0242987974231321,0.0537480315337093
"YEL023C",-0.489842003001794,4.93516995608571,0.0243356757811466,0.0538094893860405
"YDL086W",-0.320877037832015,7.46103087627634,0.0244695574963764,0.0540853088181019
"YGR220C",-0.325993222651916,6.13907843206097,0.0245213471050689,0.0541795410084737
"YOR272W",0.463763880793176,5.92211581112474,0.0245412119570204,0.0542031919185104
"YDL217C",-0.350597059644856,5.5529023420442,0.0246380841895602,0.0543968448319506
"YMR251W-A",0.358451780767236,8.31833740999761,0.0246975716264705,0.0545078445780776
"YNL052W",-0.368425751740649,6.97320339667687,0.0247387460270699,0.0545783595235543
"YDL226C",-0.278245458296386,7.07560001307347,0.024831016290562,0.054761507041094
"YMR182C",0.509737974186446,5.18454246284641,0.0248618126883123,0.0548089961537794
"YJL010C",0.570401153657688,5.55168237609224,0.0248894638891216,0.0548495187455987
"YFR038W",-0.385076263264592,5.89376251423177,0.0249022543844707,0.0548572744575254
"YOR017W",-0.541168119193819,5.31588719739513,0.0249179880258555,0.0548715054518002
"YDR527W",-0.384520658014729,6.26501196773214,0.0249412972515946,0.0549024017253294
"YML110C",-0.259847012759659,7.34388206548639,0.0250245927400274,0.0550652715666575
"YDR453C",-0.50147535422547,4.67819359947398,0.0250596027515647,0.0551218102159882
"YGR229C",-0.371626486980029,7.65638561279797,0.0250830190427777,0.0551528144467171
"YFR019W",-0.355857243819434,6.212377926532,0.0251093881520855,0.0551865780424894
"YHR118C",-0.441816163491072,4.85434422046869,0.0251170279987196,0.0551865780424894
"YER083C",-0.340693647977176,6.94742111188937,0.0251401978946316,0.0552169825324926
"YDR495C",-0.477502129023666,5.14367581142445,0.0251728542604559,0.0552681924523628
"YNL154C",0.325764363184952,7.95242237535375,0.0252380311688965,0.0553780807937768
"YEL057C",-0.943581607913031,2.81633783403885,0.0252416231030617,0.0553780807937768
"YHR192W",-0.35482991233738,6.19229081531305,0.0252808327984421,0.0554435462077027
"YFR050C",-0.285884491775097,7.92585638804166,0.0254757778047171,0.0558503806115269
"YBL091C-A",-0.504543962972471,5.76977279748834,0.0255176860993385,0.0559215365369578
"YDR246W",-0.394338503995016,6.24122693611279,0.0257993698999969,0.0565179088109151
"YDL141W",-0.354019430075083,6.00042402821846,0.0258502726114221,0.0565917438821199
"YER138W-A",-0.537815727053594,5.72778258154123,0.025852202757034,0.0565917438821199
"YDR234W",0.407558348419625,6.55555041755987,0.0258724389260581,0.0566150965700761
"YLR376C",-0.50050052693012,4.56626594616991,0.0259869092048683,0.0568445625749375
"YGR210C",0.284159968528201,7.18186953276428,0.026088245012614,0.0570451388542636
"YLR057W",-0.47057803568688,5.42583070756358,0.0261072218894998,0.0570655455929702
"YBR139W",-0.389006320260485,7.52240904351212,0.0261434795582491,0.0571236959180798
"YLR244C",0.327732696628811,7.78941817327281,0.0261990418466302,0.0572239684778555
"YNL295W",-0.360835240750871,5.38812687625992,0.0262136128929263,0.057234666969537
"YJR100C",-0.391842352210043,5.48553014933882,0.0262267911918126,0.0572423177727611
"YFR040W",-0.31258809561709,7.63895213331114,0.0263360262687188,0.0574595381386465
"YNL264C",-0.360044893341814,6.02967296574944,0.0264452785796732,0.0576766359586902
"YOR107W",0.67032148928555,4.01580675187838,0.0264645862459245,0.057697478561951
"YBL026W",-0.553148553538118,5.4725043895341,0.0265969984051498,0.0579648027857354
"YPL219W",-0.496486347703336,5.08713249953663,0.0266429230981612,0.0580435110352797
"YKR072C",0.287296603566823,7.42774726090014,0.0266706982563484,0.0580826358420366
"YER095W",-0.409993869259607,7.1659191402848,0.0267177587253388,0.0581586350669099
"YLR431C",-0.399715615939326,5.32350229656839,0.0267345070190127,0.0581586350669099
"YHR148W",0.740457389580981,4.05054922703117,0.0267442666644808,0.0581586350669099
"YGR019W",-0.407660087318835,7.28815672108863,0.0267449122895153,0.0581586350669099
"YNR018W",0.292207997472192,7.07617985332646,0.0267730736932303,0.0581984853206626
"YJL149W",-0.429695514309505,5.49057973381434,0.0268543146793173,0.0583536466975838
"YJL203W",-0.514904228424259,4.78985011110751,0.0269089324070974,0.0584508638226122
"YIL105C",-0.334910923659739,6.44815937023236,0.0269833789171424,0.0585910653404519
"YNL071W",-0.27722979042984,9.16579499449486,0.0270984538256386,0.058800583353975
"YMR206W",-0.630469338116348,5.26376195987938,0.0270997449393764,0.058800583353975
"YDR087C",0.487500183859664,5.94356992290287,0.0271289385675573,0.0588423495250133
"YNL098C",0.304465347073871,8.80238938009753,0.0272151498870719,0.0590016078712963
"YHL009C",-0.425790885475612,5.17537494474426,0.0272223068258643,0.0590016078712963
"YEL017W",-0.34257081847219,5.96543590751018,0.0272479529997959,0.0590283649318148
"YGR262C",-0.313259422403543,6.25452278367613,0.0272546041902515,0.0590283649318148
"YPL237W",-0.323158107275361,8.69720631799439,0.0273764799719648,0.0592706300746856
"YDL216C",-0.441814907936315,5.21381278205559,0.0273985957475899,0.0592968145715031
"YNL262W",-0.349568531578184,6.11183043278114,0.0274386584865394,0.0593618070438222
"YDR323C",-0.78887606822381,4.19306189128627,0.0275596966705224,0.0596018732454243
"YDL036C",-0.437211339371487,4.94378541957418,0.027706354993676,0.0598873379971807
"YER090W",-0.278059237844631,7.67188544168867,0.0277119370350314,0.0598873379971807
"YNR034W",-0.461926632863361,5.79389332078001,0.0277491383798339,0.0599411765309911
"YOR362C",-0.259619899147261,8.64332158102081,0.0277571106464282,0.0599411765309911
"YDR195W",-0.54693981012436,5.18313992734162,0.0278007417240479,0.0600134946301318
"YML051W",-0.339123209703045,6.56925885147725,0.0279068764549097,0.0602206374849384
"YJL073W",-0.400661901239094,5.61522492281098,0.0279413323504075,0.0602730089381557
"YNL116W",-0.373768963963764,5.22186818107367,0.0279893065252219,0.0603544922411581
"YPL212C",0.455899889810981,6.41414388386897,0.028010761338832,0.0603671352443801
"YER022W",-0.378794016216214,5.9488977126005,0.0280155743419077,0.0603671352443801
"YMR128W",0.57127116568831,6.16199747205343,0.0281435084065302,0.0606207277908406
"YKR044W",-0.339688902654225,6.03867795848117,0.0282870056811481,0.0609076465121373
"YKL149C",-0.554257358333448,5.13302373924667,0.0283328285608339,0.060984120259896
"YEL069C",0.920296317108309,2.66092459943523,0.0283734223502527,0.0610492872896164
"YLR065C",-0.303303812715648,6.75698682701205,0.0284094708535896,0.0611046306945437
"YPR055W",-0.360589214490763,5.7441751040102,0.0284753706634185,0.0612132007252096
"YOR213C",-0.447835080677937,4.99238893182673,0.0284806391070647,0.0612132007252096
"YDL223C",-0.419610876092243,5.78189564825281,0.0285514444098835,0.0613430996998115
"YGR128C",0.673912986247239,5.29406908230659,0.0286553862379482,0.0615440727295606
"YGL054C",-0.377401155645298,6.64317278789518,0.0286797116738784,0.0615739673346657
"YPR180W",-0.358777831848873,5.64528681081891,0.0286967632955358,0.0615882293869007
"YPL178W",-0.274987617795896,7.07516659870588,0.0288861416555342,0.0619687947923858
"YGL030W",0.215268530041883,11.0294948802983,0.0288950320825068,0.0619687947923858
"YJL058C",-0.716946018705244,4.38230656783297,0.0289868678059979,0.062143223481192
"YBL090W",-0.452237224374031,5.00266066027884,0.0290133739056984,0.062177520246294
"YJR127C",-0.29393398127801,7.65830741260709,0.0290530565892465,0.0622400202167168
"YOL121C",0.228451874389516,9.66181268392013,0.0291095094065827,0.0623383884034564
"YGL244W",-0.315004685931843,7.40479453099445,0.0291541915602451,0.0624114875043308
"YNR035C",-0.30487594321139,7.79310328551747,0.0292094275363461,0.0625071185289547
"YDR311W",-0.408511301250626,5.81303363078598,0.0292622012311258,0.0625974131180664
"YKR055W",-0.556163383184256,4.47973018515166,0.0292905774052344,0.0626354703674636
"YNL018C",1.09862254715691,2.15467953642821,0.0293212120688088,0.062678327966453
"YOR038C",-0.37855821373394,5.5730951278125,0.0293735729916343,0.0627675808564464
"YLR395C",-0.420065298794399,5.7722576188602,0.0296219732500151,0.0632755291409167
"YBR229C",-0.295992478073831,6.65470641852079,0.0296448278376701,0.0633014963246099
"YEL063C",-0.307119681990605,6.82055148050536,0.0296848950550569,0.0633641861618946
"YMR217W",0.312751028414973,8.69560360865188,0.0297214195683118,0.0634062157789832
"YDL149W",-0.379592252966508,5.54673678987696,0.0297260169969409,0.0634062157789832
"YHR169W",0.698945771575418,4.76340284401862,0.0297661785083215,0.063469001165311
"YMR221C",-0.347414619377713,6.24561870280645,0.0298146521850042,0.0635494585658034
"YMR214W",-0.300906270856864,6.8298093181064,0.0298274619098307,0.0635538682464776
"YDR385W",0.220346914174698,11.5789797550012,0.0299300882112901,0.0637495795342705
"YLR368W",-0.470489171150358,5.18267390376679,0.0299915959181648,0.063857600952782
"YPR002W",-0.697294203153284,4.37213018864841,0.0300131206686269,0.063863674309131
"YOR349W",-0.460409628501078,5.17346850990562,0.0300160348578153,0.063863674309131
"YIL027C",-0.463154932350376,5.70987981143927,0.0302614473518472,0.064362682955025
"YKR084C",-0.282324573733815,6.84310695522616,0.030328700999201,0.0644594323633851
"YHR164C",-0.388504154998826,5.7090698508957,0.0303287239647903,0.0644594323633851
"YOR002W",-0.312311322139499,7.05214968323677,0.030358651202915,0.0644998704372165
"YGL187C",-0.361397396086412,6.07555896451681,0.0304046808755895,0.0645744783707332
"YPL038W-A",-1.51531525540381,1.26489486199857,0.0304259355718167,0.0645964337202869
"YJL125C",0.678676479908594,4.70466920702592,0.0304446728077384,0.0646130304890201
"YNL087W",-0.331084442248083,7.63032981885161,0.0304778881796949,0.064660331430353
"YLR233C",-0.461723337176332,4.56704076715815,0.0305195158094952,0.0647254390841517
"YMR065W",-0.655720169629658,4.28074401927173,0.0308296422646612,0.065346197082709
"YKR099W",-0.475499195877088,5.22065328906429,0.0308343049273151,0.065346197082709
"YHR168W",-0.437866157341179,4.88758864987771,0.0308820051636116,0.0654238541185428
"YPR078C",-0.91296347227318,3.34944914926261,0.0309533471047947,0.0655515228414711
"YKR022C",-0.375540416605811,5.79828409475351,0.0310485132432307,0.0657295359070469
"YNR007C",-0.390100954608585,5.55103279788529,0.0311442695655275,0.0659086706077348
"YMR019W",-0.344286169403254,5.92922288619406,0.03125952327225,0.0661279718952981
"YLR429W",-0.24191540805993,8.06932018270797,0.0312778075995572,0.0661279718952981
"YOL008W",-0.631107375745667,4.72459140902576,0.0312814252720871,0.0661279718952981
"YJR145C",0.225471300549277,11.3243367592649,0.031317329881682,0.0661802288963972
"YMR161W",-0.324403495640943,5.92064901625518,0.0314212671428905,0.0663761648284482
"YDR207C",-0.365339683382156,6.16497982748664,0.0315143049293241,0.0665378731348668
"YMR315W",-0.295246357473535,7.86782938837074,0.0315203073173959,0.0665378731348668
"YKR088C",-0.31942425704386,6.46699242867402,0.031872317523452,0.0672569553446025
"YMR049C",0.615265893992785,6.01906338777777,0.0320227101025688,0.0675369216922122
"YLR423C",-0.627261025842055,4.13989803836108,0.0320278185344511,0.0675369216922122
"YOL029C",-0.465571596155236,5.79274391283878,0.0320883689111795,0.0676404983425184
"YEL070W",-0.780572147496942,4.39839800816535,0.0321023822760267,0.0676459387205306
"YOR341W",0.43947658470318,7.87138780068035,0.0321185296525574,0.0676558704002073
"YBR072W",-0.772386610297429,4.37364732543643,0.0321505011048824,0.0676991156717399
"YEL004W",-0.606690898198557,4.2994374823186,0.0321630806262189,0.0677015112292199
"YKL039W",-0.265211784101296,7.82561532308693,0.0322640496075285,0.0678898938576622
"YKR091W",0.418484897438874,6.78810482799915,0.0323456823871616,0.0680374698488572
"YGR125W",-0.298216172542423,6.56778858700845,0.0323709045084975,0.0680629190079643
"YLR007W",-0.365720813206671,5.60866156369952,0.0323807870555044,0.0680629190079643
"YHL016C",-0.453364714653889,4.49914016122644,0.0324571304047309,0.0681960346955753
"YGR231C",-0.263628787372933,7.80390689357155,0.0324671674391475,0.0681960346955753
"YDR027C",-0.319979026170062,6.50942933992677,0.0325384512971142,0.0683215104063254
"YNR010W",-0.618510326945265,3.78898977596412,0.0325982389359586,0.0684227668620317
"YMR279C",0.573846979293687,4.11469845625119,0.0327470010175783,0.0687106400783727
"YPL152W",-0.46025391076607,4.66321630046502,0.0328015081366419,0.0688006110047891
"YKR021W",-0.339413965492964,6.12397984758294,0.0329049867861489,0.0689931987291436
"YBR025C",0.28258754243598,9.14532507131683,0.0329930239177176,0.0691532846337708
"YBL059W",-0.572950986641833,4.11618582889832,0.0330643549812528,0.069278253691244
"YMR134W",-0.46539974880438,5.2434406974473,0.0330987809573614,0.0693098545066005
"YOR054C",-0.367711795689603,7.16433993057739,0.033102864430565,0.0693098545066005
"YIL076W",-0.250487379181177,7.6604078718816,0.0332519414062027,0.0695973602053418
"YER139C",-0.61089717033483,3.9743726922383,0.033353185029987,0.0697845812667726
"YJL179W",-0.494348037323873,4.37067156133326,0.0334145426663456,0.0698882463615295
"YJL027C",-1.44757250403315,1.58783924392206,0.0335708942657503,0.0701904527810757
"YDR165W",0.47133092537641,5.6869183980063,0.0336807431054061,0.0703784866826052
"YNL040W",0.522591108307117,4.64227880804763,0.0336846162388267,0.0703784866826052
"YNL258C",-0.345106778617264,6.16525941726491,0.0337148403573506,0.0704167703474915
"YDR496C",0.66625041955285,6.17756787101592,0.0337469903928773,0.0704590480432798
"YKL172W",0.43372787762683,7.29214645779888,0.0338339777735732,0.0706157483196589
"YBR205W",-0.259682338552542,7.31465545064616,0.0338770066353731,0.0706806235054664
"YLR118C",-0.360041587617278,5.87518667252608,0.033972368968581,0.0708546024628459
"YML059C",-0.318156795280967,6.26446498354484,0.0340619469510796,0.0710163989110422
"YLR435W",0.618573287873465,4.91613610303507,0.0341119970099327,0.0710878503629213
"YDR242W",-0.417631033108191,5.10335263163306,0.0341202459068272,0.0710878503629213
"YDR310C",-0.304092672859461,6.75742982281865,0.0341725890301561,0.0711718441715711
"YAL041W",-0.314506191706377,6.28883626361553,0.034199099962394,0.0711868474823407
"YBL088C",-0.338597244480853,6.04401372534385,0.0342038545533707,0.0711868474823407
"YLR411W",-0.698214204091645,3.4556099972723,0.0344432299256878,0.0716598422891331
"YLR427W",-0.28528279178446,6.71437765806818,0.0344633214258822,0.0716764403785396
"YML016C",-0.377147880627144,6.96694577703544,0.0345336738678373,0.0717975222333075
"YDL084W",-0.246484633913884,8.98518244839393,0.0345941752974309,0.071898045393361
"YHR166C",-0.41891982442663,4.92888270802205,0.0346506946380929,0.0719902247800547
"YFL042C",-0.31096165376113,7.18321053058897,0.0346736057731103,0.0720125396137219
"YGR267C",-0.281044551972514,7.64737257967058,0.0347297482591766,0.0721038317366835
"YPR083W",-0.509087115834889,4.73708591660717,0.0348500811745414,0.0723282814134555
"YPL051W",-0.42928915691657,5.0744921615173,0.0348732686579606,0.0723510275768418
"YMR136W",0.369977313248148,7.49803792369744,0.034892251562274,0.0723650376775237
"YBL107C",-0.402919530450182,5.44127002830265,0.0349212465462367,0.0723997953097697
"YBR033W",-0.499007948791807,4.95996425944462,0.0349838649359247,0.0725019484466725
"YBL105C",-0.256487610057704,7.49841296035058,0.0349950253107481,0.0725019484466725
"YKL209C",-0.445076792059182,7.07668839334728,0.0350114441930699,0.0725105758804321
"YLR094C",-0.357620413958823,5.88364311765829,0.0350283324910563,0.0725201691216165
"YJL042W",-0.285715808794361,7.53441476827411,0.0350555812021719,0.07255119761219
"YPL236C",-0.426057542798345,5.01003575599764,0.0351505055980282,0.0727222173508855
"YPR080W",0.217492229838586,13.279130224382,0.035217238923799,0.0728097815683986
"YGL006W",-0.256489146639281,8.15155089588353,0.0352270718415419,0.0728097815683986
"YFL047W",-0.387807702348816,5.60775680016145,0.0352297455856558,0.0728097815683986
"YDR313C",-0.446089573201243,5.10325488361357,0.0352657157961704,0.0728586733121299
"YIL125W",-0.26670508613859,7.62201005683959,0.0353133802776069,0.0729316827583247
"YPL097W",-0.461461208248609,4.99229679741529,0.0353679440523537,0.0730188851911294
"YJL094C",-0.427679807502478,6.23921333547714,0.0356195132014125,0.0735126123518513
"YNL104C",-0.408243336868912,9.00467609286273,0.0357075197111975,0.0736685474655354
"YBR259W",-0.593364833020606,4.63107124804317,0.0357973310525274,0.0738025943477367
"YBR112C",0.273206462530794,8.09376659897557,0.0357974388673321,0.0738025943477367
"YMR026C",-0.419249523108667,5.66233283447184,0.0358454589713969,0.0738758553583265
"YJR152W",-0.479438606258071,4.79688473089313,0.0360011689676902,0.0741625907081297
"YDR140W",-0.523140062946427,4.92809130681085,0.0360096540653129,0.0741625907081297
"YNL270C",-0.701482351863458,3.27557829730799,0.0361503749466358,0.0744265026302171
"YJL196C",-0.248007629406492,8.17786312680867,0.0361695801728769,0.0744401411766653
"YDR469W",-0.396015038685535,5.53518873633333,0.0362266176353762,0.0745316051976777
"YCR084C",0.26810426686756,7.90392628889657,0.0363581033392941,0.0747761200759831
"YPR141C",-0.519037298610955,4.66321387695221,0.0364355683584923,0.0749094016599023
"YER078W-A",-3.4178966096888,0.859072783734325,0.0364945546874722,0.0750046127425402
"YBR248C",0.364169615947671,7.08426748555326,0.0365608910343557,0.075114858420237
"YDR120C",0.562221388741271,5.94229951936834,0.036611057632821,0.0751918181233605
"YIL034C",-0.302308351557783,7.19127024650789,0.0368122477443455,0.0755787890018363
"YIL136W",-0.39328965081835,7.93582689576191,0.0369814723448303,0.0758998861825739
"YLR120C",0.2406130588852,8.21354731813812,0.0370287612837489,0.0759705896379828
"YOR120W",0.425634055291252,6.09384314050159,0.0371296790117832,0.076151234215848
"YER025W",0.295978980436853,8.37909562196243,0.0371777120294421,0.0762233271234266
"YOL010W",0.770759504293155,4.60403013396757,0.0373431427441468,0.0765359804700784
"YDL192W",-0.223750031755176,9.15629534365225,0.0377219389815131,0.0772855654271513
"YPR016C",0.267068150635524,7.98618804900272,0.0377986483098875,0.0774159231739717
"YIL068C",-0.348936515164753,6.20033866497593,0.0380727385989951,0.0779503094429944
"YLL012W",0.398686642959668,5.72849179195397,0.0381156226608202,0.0780111170128236
"YJL091C",-0.371460618593487,5.17478574568821,0.0382221064918603,0.0782020069544735
"YHR195W",-0.300104456347888,6.98623851917495,0.038364134458817,0.0784654627005945
"YMR194C-B",-0.926551814201504,3.97789694347231,0.0385283349802603,0.0787740698266069
"YLR449W",0.336386318147623,7.9856109224022,0.0386340908737152,0.0789630106044119
"YGL039W",-0.291348471741277,6.50128702807749,0.0387517712069501,0.0791761844722112
"YLR286C",0.213687981663682,10.2420604752579,0.0387677489758343,0.0791814879841255
"YCL005W-A",-0.267035269221786,7.09067345333426,0.0388055829178633,0.0791899797637701
"YLR270W",-0.313125319390348,6.74860840735283,0.0388114907768749,0.0791899797637701
"YBR062C",-0.418710373627047,5.54373280926472,0.0388120570077629,0.0791899797637701
"YJL159W",0.375742401930188,11.9267385444115,0.0389209673957268,0.0793848204345106
"YNL107W",-0.526446646547631,4.43077754408505,0.0389866045215742,0.0794641396041929
"YBR276C",-0.261288253178671,6.9748300014714,0.0389867157801203,0.0794641396041929
"YLR443W",-0.308796049638489,6.47089019353353,0.0390112229753453,0.0794867101739387
"YGL105W",-0.231932642611267,9.09338012437718,0.0390518369410463,0.0795420720069435
"YCL032W",-0.342092858115449,6.26115989242169,0.0390788752628128,0.0795697539332633
"YLR023C",-0.292157389782957,6.46109030414852,0.0391438070463929,0.0796745463685954
"YMR171C",-0.379962966228591,6.75839237489166,0.039263665179774,0.0797914323264331
"YDR232W",0.245013289361933,7.50516120686189,0.0392654999061191,0.0797914323264331
"YPR165W",-0.259179466016792,8.84678042638478,0.0392696658341837,0.0797914323264331
"YBR285W",-0.664239595344369,3.67346989976816,0.0392699190022224,0.0797914323264331
"YMR062C",-0.392262579233947,6.77849932153796,0.0392768287580845,0.0797914323264331
"YIL087C",-0.467265298635271,5.63691119974978,0.0392821433778772,0.0797914323264331
"YHR088W",0.561790801399537,4.85814282542802,0.039309490621653,0.0798195799616749
"YLR262C",-0.337700841001423,5.64595074717732,0.0393752056307884,0.079925588925343
"YMR190C",-0.362600631676121,5.86320790848712,0.0394083340733843,0.0799654021646828
"YIL043C",-0.243778776418377,8.67746186950418,0.0394492215793532,0.0800209270089246
"YOL051W",-0.386485407067593,7.274444916591,0.0394936908065032,0.08008367666281
"YJL052W",0.54693897111798,10.210438867568,0.0395405129666245,0.0801511528686252
"YBL075C",-0.322658076010731,5.56703425704647,0.0395719197560294,0.0801873456152144
"YCR089W",-0.450855048490688,5.92431899844328,0.0397303943155515,0.0804809117306123
"YPR089W",-0.314118182157412,6.69075400695324,0.0398611986604009,0.0807182451997236
"YOR279C",-0.419396335316018,4.64334250468827,0.0399214297209329,0.0808125554768252
"YGL223C",-0.437810783017267,5.52111778898339,0.039949917089085,0.0808157316757083
"YAL062W",-0.356184701974156,5.99284053617605,0.0399503152191054,0.0808157316757083
"YBR074W",-0.317457243906854,6.33440203433762,0.0399766995888064,0.0808414666667694
"YGL183C",-1.44557915091836,1.58154478347085,0.0399961872959737,0.0808532423062099
"YHR098C",-0.231579443065857,7.65038357908107,0.0403010552418834,0.081441715801306
"YDR395W",0.402869465157301,6.48196781307784,0.0403228372810679,0.0814579133465616
"YNL186W",0.569560281165128,6.21498315842722,0.0404518264909586,0.0816905997771337
"YKL048C",-0.556895335578779,4.54144736469968,0.0406571539167364,0.0820772363443634
"YDR308C",-0.43054907471987,4.93540604713062,0.0407103809260596,0.0821566589152437
"YPL043W",0.617350739403211,6.70948274054653,0.0409254006074023,0.0825624259781792
"YKL207W",-0.251354499015225,7.98494363229222,0.0410429194557108,0.0827712864415272
"YCR100C",-0.650784340656747,3.53928787467099,0.0411229154363704,0.0829043579683148
"YKL058W",-0.312400679668252,6.31859285323769,0.041415713392758,0.0834662044090427
"YNL062C",0.623308363678238,4.87720679653052,0.0414648600510678,0.0835367984072756
"YDR270W",-0.432414810623925,5.68426320649002,0.041672268184755,0.0838981570420185
"YDL160C",0.334113278940182,6.51831021464249,0.0416725846791436,0.0838981570420185
"YDL005C",-0.3598852906198,6.71058455619682,0.0418267972879738,0.0841799862424969
"YGL137W",-0.229340973391862,8.35766198952089,0.041851078140053,0.0842002139934354
"YLR073C",1.03013908879903,2.70532540862491,0.0421368974199784,0.0847464384887874
"YLR061W",0.230736793513913,9.98893225610034,0.0421974153283132,0.0848393158333773
"YBL045C",-0.275100973511583,7.7507112773588,0.0424934039779209,0.0854053910792657
"YLR210W",-0.507642740257903,4.37886133899139,0.0425742429488475,0.0855334261052948
"YMR010W",-0.336099133153573,6.50351494080195,0.0425977092571233,0.0855334261052948
"YKL160W",-0.265008036128178,7.21588979587745,0.0426004743505668,0.0855334261052948
"YJR076C",-0.286253038146432,7.31342295537148,0.0426295760084602,0.085562822673697
"YDL161W",-0.270637603560404,7.44947627147756,0.0427238999471464,0.0857230640852035
"YOL012C",-0.324794815747422,6.70479263770476,0.0427481956865342,0.0857427369075331
"YER110C",0.3887493806542,7.69264454045453,0.0428461154866817,0.0858982463096599
"YOL071W",-0.375807301550405,5.08747365802216,0.042854761383491,0.0858982463096599
"YKL020C",-0.321281245063041,6.66646089301447,0.0429278351299628,0.0860155775360615
"YOL054W",-0.308521271483209,5.61873991044419,0.0429813778939646,0.0860709406102166
"YDR318W",-0.440603040139999,4.72486727990842,0.0429845579691043,0.0860709406102166
"YCR007C",-0.571077960764158,4.44849664185759,0.043130781099691,0.0863345168358835
"YDR080W",-0.395540946069772,5.2469767821948,0.0431641654883575,0.0863721228253674
"YGR280C",0.560932429654956,6.0268665635518,0.0432659806712522,0.0865236894465811
"YPR129W",-0.260498796289821,7.24202221679547,0.0432691561724579,0.0865236894465811
"YDR369C",-0.388618562214415,4.81638694013797,0.043389173015016,0.0867343705168411
"YPR156C",-0.326105677634044,7.89464046098505,0.0435576167416745,0.0870416812767605
"YNL159C",-0.341546250913356,5.91678599846415,0.0436112987622334,0.0871195323349543
"YNL204C",-0.635998644187279,4.02790258914215,0.0436810411632857,0.0872294028225316
"YOR001W",0.531856123561025,5.82653200678476,0.0437925477323972,0.0874225725143706
"YGL143C",-0.355059422559747,5.24610527354632,0.0438834126244322,0.0875744190552328
"YFL003C",-0.726733466129264,3.27757175211613,0.0439394151706055,0.0876566148228162
"YHR124W",-0.452495156670476,4.6803791774622,0.0440497742841302,0.0878471568719914
"YGL251C",-0.43144974440435,4.62734964045493,0.0441243757567386,0.0879662841484576
"YNL045W",-0.267721199592392,7.0903033073621,0.0441581977499722,0.0880040606556368
"YER173W",-0.393901739839239,5.15586779091126,0.0442283436283823,0.088114178198363
"YLR030W",-0.598718026088173,3.92608766478288,0.0442711700644743,0.0881698126124183
"YLR059C",-0.298430081436803,6.41259355985186,0.0444124279913388,0.0884213783394185
"YAL024C",-0.488317471591308,4.9282003384135,0.0444291496545128,0.0884249170890522
"YIR012W",0.260732617928975,6.76904468507006,0.0444682251218738,0.0884729280585499
"YIL033C",-0.274525496799424,8.14138292563138,0.0444915109583666,0.0884895026355142
"YNR003C",0.424037752769018,5.22765504810519,0.0445588373199192,0.0885936291740464
"YPL191C",-0.463701299538065,4.41942976735546,0.0445920639667867,0.0886299101415776
"YGR077C",-0.37220373939626,5.81007857237938,0.0446377012834449,0.0886908255520965
"YCR020C-A",-0.54880322206589,4.56023269601244,0.0448650085232948,0.0891125395878936
"YDR184C",1.14498670096943,4.30360061393432,0.0449070456561536,0.0891661037407587
"YML076C",-0.375971918323004,5.58514595252127,0.0452376719218668,0.0897924537945945
"YER147C",-0.350761514669106,5.81656964034412,0.0454440993912917,0.090147118313325
"YDR125C",-0.551435539811578,3.85415023308535,0.0454468233781728,0.090147118313325
"YER018C",-0.333449177539268,6.43541536369245,0.0454750234457781,0.0901725074588861
"YBL029C-A",-0.495366059849408,4.8709966380779,0.045492288743664,0.0901725074588861
"YDR468C",-0.31609013721673,6.02217905200885,0.0455053417732354,0.0901725074588861
"YCR108C",-1.76901044334753,1.3902827676203,0.0455475023548072,0.0902258357661178
"YDR475C",-0.266489380719346,6.92723440761344,0.0457931231596344,0.0906820313706682
"YKR085C",0.361671301226111,5.75615955486517,0.0458541944619359,0.0907683509705924
"YOR342C",0.5114619278569,6.11167103103253,0.0458673938485839,0.0907683509705924
"YDL144C",-0.412845420137534,6.68829759632741,0.0460052403955878,0.091010701243963
"YKR045C",0.486135885292716,4.34601423732208,0.0460478160765633,0.091064481191519
"YDL208W",0.311507376661506,7.71768466775464,0.0460890343848553,0.0911155417491442
"YIL105W-A",-0.737754199466934,3.349201256773,0.0461104119192196,0.0911273571563201
"YHR104W",-0.275814482841815,6.82108621594109,0.0463558922966792,0.091581908086628
"YIR015W",-0.708351310980401,4.13187770934652,0.0465415491339694,0.0919180060833434
"YHL003C",-0.28363782998243,6.87405926356839,0.0465921395551229,0.0919872171330203
"YKR052C",-0.306448103292022,5.90670463610033,0.0466236360654244,0.0920186973312595
"YEL020W-A",-0.407055346818176,5.09488244154566,0.0468625107133896,0.0924593117342868
"YBL112C",-0.319623490219314,6.21168206815594,0.0470340497543803,0.0927668241322228
"YDL139C",-0.421594101736095,4.76029351580811,0.0470686701937901,0.0928041724547338
"YML116W",0.333268552310833,5.61398602779039,0.0472634804406745,0.0931572331004234
"YBR087W",-0.3528227426328,5.67265698562408,0.0474799122386883,0.093542202604679
"YFR045W",-0.369936195258632,5.4189706016169,0.0474926402437225,0.093542202604679
"YNL146C-A",-1.07483407546371,2.0974488341359,0.0475062265732157,0.093542202604679
